CELL_ID,highway_rank,max_lanes,mean_gvi,total_road_length_m,n_road_segments
다사65754275,0,0.0,0.0,0.0,0
다사65754300,0,0.0,0.0,0.0,0
다사65754325,0,0.0,0.0,0.0,0
다사65754350,0,0.0,0.0,0.0,0
다사65505775,0,0.0,0.0,0.0,0
다사65505800,0,0.0,0.0,0.0,0
다사65505875,0,0.0,0.0,0.0,0
다사65505900,0,0.0,0.0,0.0,0
다사65505675,0,0.0,0.0,0.0,0
다사65505700,0,0.0,0.0,0.0,0
다사65505725,0,0.0,0.0,0.0,0
다사65505750,0,0.0,0.0,0.0,0
다사65506025,0,0.0,0.0,0.0,0
다사65754000,0,0.0,0.0,0.0,0
다사65754025,0,0.0,0.0,0.0,0
다사65754050,3,2.0,0.621278682175231,1544.8444271082926,2
다사65505925,0,0.0,0.0,0.0,0
다사65505950,0,0.0,0.0,0.0,0
다사65505975,3,3.0,0.8451490886657508,590.1621861863622,10
다사65506000,0,0.0,0.0,0.0,0
다사65754975,0,0.0,0.0,0.0,0
다사65755000,0,0.0,0.0,0.0,0
다사65755025,0,0.0,0.0,0.0,0
다사65755050,0,0.0,0.0,0.0,0
다사65754875,0,0.0,0.0,0.0,0
다사65754900,3,2.0,-0.21346913308314358,615.9044994939097,1
다사65754925,3,2.0,-0.17689992795871626,858.9176337855001,1
다사65754950,0,0.0,0.0,0.0,0
다사65755500,0,0.0,0.0,0.0,0
다사65755525,0,0.0,0.0,0.0,0
다사65755550,0,0.0,0.0,0.0,0
다사65755575,0,0.0,0.0,0.0,0
다사65755075,0,0.0,0.0,0.0,0
다사65755100,0,0.0,0.0,0.0,0
다사65755450,0,0.0,0.0,0.0,0
다사65755475,0,0.0,0.0,0.0,0
다사65754575,0,0.0,0.0,0.0,0
다사65754600,0,0.0,0.0,0.0,0
다사65754625,3,2.0,-0.28546843123273774,1138.6546781793159,11
다사65754650,2,8.0,-0.04279413311311796,380.34148639772246,4
다사65754475,0,0.0,0.0,0.0,0
다사65754500,0,0.0,0.0,0.0,0
다사65754525,0,0.0,0.0,0.0,0
다사65754550,2,2.0,-0.290582096873691,212.81057672643186,2
다사65754775,0,0.0,0.0,0.0,0
다사65754800,0,0.0,0.0,0.0,0
다사65754825,4,4.0,0.35776041250217683,758.7419914767952,2
다사65754850,0,0.0,0.0,0.0,0
다사65754675,0,0.0,0.0,0.0,0
다사65754700,0,0.0,0.0,0.0,0
다사65754725,0,0.0,0.0,0.0,0
다사65754750,0,0.0,0.0,0.0,0
다사65504325,2,2.0,0.6791032191672629,90.8859758702545,3
다사65504350,0,0.0,0.0,0.0,0
다사65504375,0,0.0,0.0,0.0,0
다사65504400,3,2.0,-0.05991579387537359,2052.4632338891643,4
다사65504225,0,0.0,0.0,0.0,0
다사65504250,1,2.0,0.007279492852553393,1219.9867236154182,2
다사65504275,0,0.0,0.0,0.0,0
다사65504300,0,0.0,0.0,0.0,0
다사65504525,2,2.0,-0.22862577728687272,1044.969792585096,2
다사65504550,2,2.0,0.11141169923446827,306.3522242966356,1
다사65504575,2,2.0,0.1421375816280401,302.8676345080927,1
다사65504600,0,0.0,0.0,0.0,0
다사65504425,0,0.0,0.0,0.0,0
다사65504450,3,6.0,-0.25919677749407477,1471.0607719579493,2
다사65504475,0,0.0,0.0,0.0,0
다사65504500,2,6.0,-0.6012630958145815,293.60233568066405,2
다사65255975,0,2.0,1.2561947609084367,298.14098417815427,3
다사65256000,0,0.0,0.0,0.0,0
다사65256025,0,0.0,0.0,0.0,0
다사65256050,0,0.0,0.0,0.0,0
다사65255875,0,0.0,0.0,0.0,0
다사65255900,0,0.0,0.0,0.0,0
다사65255925,3,3.0,2.384879125188016,168.0748812921368,3
다사65255950,3,4.0,1.7763767879821033,768.8182631606743,7
다사65504125,0,0.0,0.0,0.0,0
다사65504150,0,0.0,0.0,0.0,0
다사65504175,2,2.0,-0.023937314189586615,1536.8519742334518,2
다사65504200,0,0.0,0.0,0.0,0
다사65504025,0,0.0,0.0,0.0,0
다사65504050,3,4.0,0.8860688882740512,406.56017102534133,4
다사65504075,0,0.0,0.0,0.0,0
다사65504100,0,0.0,0.0,0.0,0
다사65505375,0,0.0,0.0,0.0,0
다사65505400,0,0.0,0.0,0.0,0
다사65505425,0,0.0,0.0,0.0,0
다사65505450,0,0.0,0.0,0.0,0
다사65505025,0,0.0,0.0,0.0,0
다사65505050,0,0.0,0.0,0.0,0
다사65505075,0,0.0,0.0,0.0,0
다사65505100,0,0.0,0.0,0.0,0
다사65505575,0,0.0,0.0,0.0,0
다사65505600,0,0.0,0.0,0.0,0
다사65505625,0,0.0,0.0,0.0,0
다사65505650,0,0.0,0.0,0.0,0
다사65505475,0,0.0,0.0,0.0,0
다사65505500,0,0.0,0.0,0.0,0
다사65505525,0,0.0,0.0,0.0,0
다사65505550,0,0.0,0.0,0.0,0
다사65504725,0,0.0,0.0,0.0,0
다사65504750,4,4.0,0.14218886525569163,3296.9379687999444,6
다사65504775,4,4.0,0.0541548102896412,1785.393065731028,8
다사65504800,4,4.0,0.022061232466162782,1242.3614050012993,4
다사65504625,2,8.0,-0.15191381774465873,950.5373803451519,2
다사65504650,0,0.0,0.0,0.0,0
다사65504675,0,0.0,0.0,0.0,0
다사65504700,0,0.0,0.0,0.0,0
다사65504925,1,2.0,-0.15999462365271722,626.0048296086076,1
다사65504950,4,3.0,-0.15989906393683714,2629.5761909262483,9
다사65504975,0,0.0,0.0,0.0,0
다사65505000,0,0.0,0.0,0.0,0
다사65504825,1,2.0,0.24029832096570355,262.21696273232374,1
다사65504850,0,0.0,0.0,0.0,0
다사65504875,0,0.0,0.0,0.0,0
다사65504900,0,0.0,0.0,0.0,0
다사65254475,0,0.0,0.0,0.0,0
다사65254500,3,6.0,-0.8103831918813551,683.2068298594342,16
다사65254525,0,0.0,0.0,0.0,0
다사65254550,0,0.0,0.0,0.0,0
다사65254375,3,4.0,-0.019355473115409118,225.32656736549896,1
다사65254400,0,0.0,0.0,0.0,0
다사65254425,0,0.0,0.0,0.0,0
다사65254450,0,0.0,0.0,0.0,0
다사65254675,0,0.0,0.0,0.0,0
다사65254700,0,0.0,0.0,0.0,0
다사65254725,4,4.0,-0.08355195920190768,1102.985397948472,5
다사65254750,4,4.0,-0.16971023957531906,932.95057760233,5
다사65254575,0,0.0,0.0,0.0,0
다사65254600,2,2.0,-0.07040286092257624,1028.8454180382269,3
다사65254625,2,4.0,-0.20482555843862857,621.2515208222458,2
다사65254650,0,0.0,0.0,0.0,0
다사65254075,0,0.0,0.0,0.0,0
다사65254100,3,2.0,0.4381805073317431,1830.4580629751845,2
다사65254125,0,0.0,0.0,0.0,0
다사65254150,3,2.0,-0.2567793693742904,481.7024895667278,3
다사65006025,0,0.0,0.0,0.0,0
다사65006050,0,0.0,0.0,0.0,0
다사65254025,0,0.0,0.0,0.0,0
다사65254050,3,4.0,0.8099777792329268,768.6568356399881,10
다사65254275,0,0.0,0.0,0.0,0
다사65254300,3,6.0,-0.17878828456817847,1372.748724141087,5
다사65254325,4,3.0,0.060908647203548015,664.367400092063,1
다사65254350,0,0.0,0.0,0.0,0
다사65254175,0,0.0,0.0,0.0,0
다사65254200,0,0.0,0.0,0.0,0
다사65254225,0,0.0,0.0,0.0,0
다사65254250,0,0.0,0.0,0.0,0
다사65255500,0,0.0,0.0,0.0,0
다사65255525,0,0.0,0.0,0.0,0
다사65255550,3,2.0,-0.5148990768114146,618.9004149457337,5
다사65255575,0,0.0,0.0,0.0,0
다사65255400,0,0.0,0.0,0.0,0
다사65255425,0,0.0,0.0,0.0,0
다사65255450,0,0.0,0.0,0.0,0
다사65255475,0,0.0,0.0,0.0,0
다사65255700,0,0.0,0.0,0.0,0
다사65255725,0,0.0,0.0,0.0,0
다사65255750,0,0.0,0.0,0.0,0
다사65255775,0,0.0,0.0,0.0,0
다사65255600,0,0.0,0.0,0.0,0
다사65255625,0,0.0,0.0,0.0,0
다사65255650,0,0.0,0.0,0.0,0
다사65255675,0,0.0,0.0,0.0,0
다사65254875,0,0.0,0.0,0.0,0
다사65254900,4,3.0,0.02659571230165068,665.0820781625788,3
다사65254925,4,4.0,-0.00865926823910972,1411.0531167748316,5
다사65254950,3,2.0,-0.4336408382768669,908.0390801314409,10
다사65254775,3,2.0,-0.36805919268623727,624.8712905679785,2
다사65254800,1,2.0,-0.4573879196000122,491.5355147159027,1
다사65254825,0,0.0,0.0,0.0,0
다사65254850,0,0.0,0.0,0.0,0
다사65255075,0,0.0,0.0,0.0,0
다사65255100,0,0.0,0.0,0.0,0
다사65255350,0,0.0,0.0,0.0,0
다사65255375,0,0.0,0.0,0.0,0
다사65254975,3,2.0,-0.22961590673022755,517.0759313335177,2
다사65255000,0,0.0,0.0,0.0,0
다사65255025,0,0.0,0.0,0.0,0
다사65255050,0,0.0,0.0,0.0,0
다사65004750,0,0.0,0.0,0.0,0
다사65004775,0,0.0,0.0,0.0,0
다사65004800,0,0.0,0.0,0.0,0
다사65004825,3,2.0,-0.44984269548734035,1389.862486371641,2
다사65004650,2,2.0,0.28164532290779853,681.7204500833174,12
다사65004675,2,2.0,0.5738354489431052,678.8193878719994,10
다사65004700,4,4.0,0.47493977972225726,1509.5561424789844,3
다사65004725,4,4.0,-0.10232046864804344,164.3132117022615,2
다사65004950,3,4.0,-0.16850736723905438,922.2503306502819,6
다사65004975,0,0.0,0.0,0.0,0
다사65005000,0,0.0,0.0,0.0,0
다사65005025,0,0.0,0.0,0.0,0
다사65004850,0,0.0,0.0,0.0,0
다사65004875,4,5.0,0.09635408267956973,883.5383927495035,3
다사65004900,1,2.0,0.06623480271480403,677.3078806512898,1
다사65004925,3,2.0,-0.12490121007298287,439.92306590641647,5
다사65004350,0,0.0,0.0,0.0,0
다사65004375,3,4.0,0.024571010757123476,1122.5735054208924,3
다사65004400,0,0.0,0.0,0.0,0
다사65004425,0,0.0,0.0,0.0,0
다사65004250,3,8.0,-0.16074034194352244,2683.055865267096,2
다사65004275,0,0.0,0.0,0.0,0
다사65004300,1,2.0,-0.3247044611758757,581.4423719884759,2
다사65004325,4,3.0,0.0315158865994751,893.6545063017866,1
다사65004550,3,5.0,-0.029296401257777802,961.3276432153108,1
다사65004575,0,0.0,0.0,0.0,0
다사65004600,2,2.0,-0.1805709937579967,967.9699951005063,3
다사65004625,2,2.0,0.05714008297412596,70.19722138427086,1
다사65004450,0,0.0,0.0,0.0,0
다사65004475,0,0.0,0.0,0.0,0
다사65004500,0,0.0,0.0,0.0,0
다사65004525,3,5.0,0.0922716785222606,817.757395804564,1
다사65005725,4,6.0,0.21883537845349485,2895.810017296364,11
다사65005750,0,0.0,0.0,0.0,0
다사65005775,0,0.0,0.0,0.0,0
다사65005800,0,0.0,0.0,0.0,0
다사65005625,0,0.0,0.0,0.0,0
다사65005650,0,0.0,0.0,0.0,0
다사65005675,0,0.0,0.0,0.0,0
다사65005700,0,0.0,0.0,0.0,0
다사65005925,0,0.0,0.0,0.0,0
다사65005950,0,0.0,0.0,0.0,0
다사65005975,0,0.0,0.0,0.0,0
다사65006000,0,0.0,0.0,0.0,0
다사65005825,0,0.0,0.0,0.0,0
다사65005850,0,0.0,0.0,0.0,0
다사65005875,0,0.0,0.0,0.0,0
다사65005900,0,0.0,0.0,0.0,0
다사65005250,0,0.0,0.0,0.0,0
다사65005350,0,0.0,0.0,0.0,0
다사65005375,0,0.0,0.0,0.0,0
다사65005400,0,0.0,0.0,0.0,0
다사65005050,0,0.0,0.0,0.0,0
다사65005075,0,0.0,0.0,0.0,0
다사65005100,0,0.0,0.0,0.0,0
다사65005225,0,0.0,0.0,0.0,0
다사65005525,0,0.0,0.0,0.0,0
다사65005550,3,3.0,-0.5095083578193299,560.9699068467896,3
다사65005575,0,0.0,0.0,0.0,0
다사65005600,0,0.0,0.0,0.0,0
다사65005425,0,0.0,0.0,0.0,0
다사65005450,0,0.0,0.0,0.0,0
다사65005475,0,0.0,0.0,0.0,0
다사65005500,0,0.0,0.0,0.0,0
다사64755225,0,0.0,0.0,0.0,0
다사64755250,0,0.0,0.0,0.0,0
다사64755275,0,0.0,0.0,0.0,0
다사64755300,0,0.0,0.0,0.0,0
다사64755125,0,0.0,0.0,0.0,0
다사64755150,0,0.0,0.0,0.0,0
다사64755175,0,0.0,0.0,0.0,0
다사64755200,0,0.0,0.0,0.0,0
다사64755425,0,0.0,0.0,0.0,0
다사64755450,0,0.0,0.0,0.0,0
다사64755475,0,0.0,0.0,0.0,0
다사64755500,3,2.0,-0.3304049977073004,2159.635356509483,2
다사64755325,0,0.0,0.0,0.0,0
다사64755350,0,0.0,0.0,0.0,0
다사64755375,0,0.0,0.0,0.0,0
다사64755400,0,0.0,0.0,0.0,0
다사64754825,0,0.0,0.0,0.0,0
다사64754850,4,5.0,-0.02300803893464678,1683.7394116095074,6
다사64754875,1,2.0,0.2684627305524012,334.5790908284394,1
다사64754900,2,2.0,0.27742288698531775,1521.9781493340247,2
다사64754725,0,0.0,0.0,0.0,0
다사64754750,0,0.0,0.0,0.0,0
다사64754775,0,0.0,0.0,0.0,0
다사64754800,0,0.0,0.0,0.0,0
다사64755025,0,0.0,0.0,0.0,0
다사64755050,0,0.0,0.0,0.0,0
다사64755075,0,0.0,0.0,0.0,0
다사64755100,0,0.0,0.0,0.0,0
다사64754925,0,0.0,0.0,0.0,0
다사64754950,0,2.0,0.3501844795291861,511.8264030037168,2
다사64754975,0,0.0,0.0,0.0,0
다사64755000,0,0.0,0.0,0.0,0
다사64756025,0,0.0,0.0,0.0,0
다사64756050,0,0.0,0.0,0.0,0
다사65004000,0,0.0,0.0,0.0,0
다사65004025,0,0.0,0.0,0.0,0
다사64755925,0,0.0,0.0,0.0,0
다사64755950,0,0.0,0.0,0.0,0
다사64755975,0,0.0,0.0,0.0,0
다사64756000,0,0.0,0.0,0.0,0
다사65004150,2,2.0,-0.06130104882235122,789.6197007136675,2
다사65004175,0,0.0,0.0,0.0,0
다사65004200,0,0.0,0.0,0.0,0
다사65004225,0,0.0,0.0,0.0,0
다사65004050,0,0.0,0.0,0.0,0
다사65004075,0,0.0,0.0,0.0,0
다사65004100,0,0.0,0.0,0.0,0
다사65004125,0,0.0,0.0,0.0,0
다사64755625,3,2.0,-0.24455147434475755,55.39810787991333,2
다사64755650,0,0.0,0.0,0.0,0
다사64755675,3,8.0,0.13611313226434263,1500.8611494319086,2
다사64755700,0,0.0,0.0,0.0,0
다사64755525,0,0.0,0.0,0.0,0
다사64755550,3,5.0,-0.5605365324534718,915.3788311986424,9
다사64755575,0,2.0,-0.34438908346080366,172.44045740112503,2
다사64755600,3,2.0,0.07544378688616196,1415.1338047525219,2
다사64755825,0,0.0,0.0,0.0,0
다사64755850,0,0.0,0.0,0.0,0
다사64755875,0,0.0,0.0,0.0,0
다사64755900,0,0.0,0.0,0.0,0
다사64755725,4,2.0,0.20832256257441562,797.4177361300374,3
다사64755750,0,0.0,0.0,0.0,0
다사64755775,0,0.0,0.0,0.0,0
다사64755800,0,0.0,0.0,0.0,0
다사64505700,1,1.0,0.5729082249078614,79.4672709536766,1
다사64505725,0,0.0,0.0,0.0,0
다사64505750,0,0.0,0.0,0.0,0
다사64505775,0,0.0,0.0,0.0,0
다사64505600,0,0.0,0.0,0.0,0
다사64505625,2,2.0,-0.1215107463152327,1070.4265444328694,2
다사64505650,0,0.0,0.0,0.0,0
다사64505675,0,0.0,0.0,0.0,0
다사64505900,0,0.0,0.0,0.0,0
다사64505925,0,0.0,0.0,0.0,0
다사64505950,0,0.0,0.0,0.0,0
다사64505975,0,0.0,0.0,0.0,0
다사64505800,0,0.0,0.0,0.0,0
다사64505825,0,0.0,0.0,0.0,0
다사64505850,0,0.0,0.0,0.0,0
다사64505875,0,0.0,0.0,0.0,0
다사64505300,0,0.0,0.0,0.0,0
다사64505325,0,0.0,0.0,0.0,0
다사64505350,0,0.0,0.0,0.0,0
다사64505375,0,0.0,0.0,0.0,0
다사64505200,0,0.0,0.0,0.0,0
다사64505225,0,0.0,0.0,0.0,0
다사64505250,0,0.0,0.0,0.0,0
다사64505275,0,0.0,0.0,0.0,0
다사64505500,0,0.0,0.0,0.0,0
다사64505525,3,3.0,-0.5659675953841274,890.398935016142,4
다사64505550,3,2.0,-0.5403462854524781,86.08649773050124,2
다사64505575,0,0.0,0.0,0.0,0
다사64505400,0,0.0,0.0,0.0,0
다사64505425,0,0.0,0.0,0.0,0
다사64505450,0,0.0,0.0,0.0,0
다사64505475,0,0.0,0.0,0.0,0
다사64754425,0,0.0,0.0,0.0,0
다사64754450,0,0.0,0.0,0.0,0
다사64754475,0,0.0,0.0,0.0,0
다사64754500,0,0.0,0.0,0.0,0
다사64754325,0,0.0,0.0,0.0,0
다사64754350,1,2.0,0.49024445748816003,817.0726063489142,1
다사64754375,0,0.0,0.0,0.0,0
다사64754400,0,0.0,0.0,0.0,0
다사64754625,0,0.0,0.0,0.0,0
다사64754650,0,0.0,0.0,0.0,0
다사64754675,2,2.0,0.5762343007622821,581.2161514992833,3
다사64754700,0,0.0,0.0,0.0,0
다사64754525,0,0.0,0.0,0.0,0
다사64754550,0,1.0,0.0280786449844334,64.27085444836358,1
다사64754575,3,6.0,-0.40560678971074704,1132.7796101327751,18
다사64754600,0,0.0,0.0,0.0,0
다사64754025,0,0.0,0.0,0.0,0
다사64754050,3,2.0,0.475689166853972,2140.2984706427806,2
다사64754075,0,0.0,0.0,0.0,0
다사64754100,0,0.0,0.0,0.0,0
다사64506000,0,0.0,0.0,0.0,0
다사64506025,0,0.0,0.0,0.0,0
다사64506050,0,0.0,0.0,0.0,0
다사64754000,0,0.0,0.0,0.0,0
다사64754225,0,0.0,0.0,0.0,0
다사64754250,0,0.0,0.0,0.0,0
다사64754275,0,0.0,0.0,0.0,0
다사64754300,3,8.0,-0.16557416735796243,1083.5316683463511,14
다사64754125,0,0.0,0.0,0.0,0
다사64754150,0,0.0,0.0,0.0,0
다사64754175,0,0.0,0.0,0.0,0
다사64754200,0,0.0,0.0,0.0,0
다사64504100,0,0.0,0.0,0.0,0
다사64504125,0,0.0,0.0,0.0,0
다사64504150,0,0.0,0.0,0.0,0
다사64504175,0,0.0,0.0,0.0,0
다사64504000,0,0.0,0.0,0.0,0
다사64504025,0,0.0,0.0,0.0,0
다사64504050,0,0.0,0.0,0.0,0
다사64504075,0,0.0,0.0,0.0,0
다사64504300,0,0.0,0.0,0.0,0
다사64504325,3,2.0,1.6127949815480842,921.3145739808508,5
다사64504350,3,2.0,0.8878605927348413,2280.9794759630836,10
다사64504375,0,0.0,0.0,0.0,0
다사64504200,0,0.0,0.0,0.0,0
다사64504225,0,0.0,0.0,0.0,0
다사64504250,0,0.0,0.0,0.0,0
다사64504275,0,0.0,0.0,0.0,0
다사64256250,0,0.0,0.0,0.0,0
다사64256275,0,0.0,0.0,0.0,0
다사64256300,0,0.0,0.0,0.0,0
다사64256325,0,0.0,0.0,0.0,0
다사64255975,0,0.0,0.0,0.0,0
다사64256000,0,0.0,0.0,0.0,0
다사64256025,0,0.0,0.0,0.0,0
다사64256050,0,0.0,0.0,0.0,0
다사64256525,0,0.0,0.0,0.0,0
다사64256550,0,0.0,0.0,0.0,0
다사64503950,0,0.0,0.0,0.0,0
다사64503975,0,0.0,0.0,0.0,0
다사64256350,0,0.0,0.0,0.0,0
다사64256375,0,0.0,0.0,0.0,0
다사64256475,0,0.0,0.0,0.0,0
다사64256500,0,0.0,0.0,0.0,0
다사64504900,0,0.0,0.0,0.0,0
다사64504925,0,0.0,0.0,0.0,0
다사64504950,3,5.0,0.2451731160808307,1238.1507060107401,13
다사64504975,3,5.0,0.3353878616949364,702.866471335507,1
다사64504800,0,0.0,0.0,0.0,0
다사64504825,4,2.0,0.1935676032815888,721.3030740965269,7
다사64504850,4,4.0,0.5911953818942461,1668.637319876445,5
다사64504875,3,2.0,-0.025052229153203164,1185.565198410123,2
다사64505100,0,0.0,0.0,0.0,0
다사64505125,0,0.0,0.0,0.0,0
다사64505150,0,0.0,0.0,0.0,0
다사64505175,0,0.0,0.0,0.0,0
다사64505000,0,0.0,0.0,0.0,0
다사64505025,0,0.0,0.0,0.0,0
다사64505050,0,0.0,0.0,0.0,0
다사64505075,0,0.0,0.0,0.0,0
다사64504500,0,0.0,0.0,0.0,0
다사64504525,0,0.0,0.0,0.0,0
다사64504550,0,0.0,0.0,0.0,0
다사64504575,3,6.0,-0.12560972938846396,280.67898748705255,3
다사64504400,0,0.0,0.0,0.0,0
다사64504425,0,0.0,0.0,0.0,0
다사64504450,0,0.0,0.0,0.0,0
다사64504475,2,5.0,-0.5636913398801384,3461.104528457806,2
다사64504700,0,0.0,0.0,0.0,0
다사64504725,0,0.0,0.0,0.0,0
다사64504750,0,0.0,0.0,0.0,0
다사64504775,0,0.0,0.0,0.0,0
다사64504600,3,5.0,0.12906653905195878,558.1232956146721,3
다사64504625,3,5.0,0.34457297991810026,260.6266254793323,5
다사64504650,1,2.0,2.2869250808246635,197.30901980821233,1
다사64504675,1,2.0,1.5404829609811332,733.4940057546431,4
다사64254875,2,2.0,-0.33286299401056074,477.02289261494536,6
다사64254900,3,2.0,-0.24218695045670055,631.4554587831707,10
다사64254925,0,0.0,0.0,0.0,0
다사64254950,0,0.0,0.0,0.0,0
다사64254775,0,0.0,0.0,0.0,0
다사64254800,4,2.0,-0.3182149668085442,99.6707956284005,1
다사64254825,4,5.0,-0.3326295093787065,1496.109832557102,10
다사64254850,0,0.0,0.0,0.0,0
다사64255075,0,0.0,0.0,0.0,0
다사64255100,0,0.0,0.0,0.0,0
다사64255125,0,0.0,0.0,0.0,0
다사64255150,0,0.0,0.0,0.0,0
다사64254975,0,2.0,0.15650313159800694,519.6334812141286,5
다사64255000,0,0.0,0.0,0.0,0
다사64255025,0,0.0,0.0,0.0,0
다사64255050,0,0.0,0.0,0.0,0
다사64254475,0,0.0,0.0,0.0,0
다사64254500,0,0.0,0.0,0.0,0
다사64254525,0,0.0,0.0,0.0,0
다사64254550,0,0.0,0.0,0.0,0
다사64254375,4,3.0,0.9373843949522216,3520.943444137514,5
다사64254400,0,0.0,0.0,0.0,0
다사64254425,0,0.0,0.0,0.0,0
다사64254450,0,0.0,0.0,0.0,0
다사64254675,1,1.0,0.29983863105398745,404.25306864593205,1
다사64254700,0,0.0,0.0,0.0,0
다사64254725,0,0.0,0.0,0.0,0
다사64254750,0,0.0,0.0,0.0,0
다사64254575,2,2.0,0.25039546363528464,1223.941723347762,2
다사64254600,0,0.0,0.0,0.0,0
다사64254625,1,1.0,1.0789778739182372,425.43972729194167,1
다사64254650,4,5.0,0.9825993086070556,5384.285527974207,10
다사64255675,0,0.0,0.0,0.0,0
다사64255700,2,8.0,0.2287589914847949,318.0247690828597,5
다사64255725,4,2.0,0.3834981167847949,1395.2600380380343,4
다사64255750,0,0.0,0.0,0.0,0
다사64255575,2,2.0,-0.29632085345539305,1617.3557196627721,2
다사64255600,0,0.0,0.0,0.0,0
다사64255625,0,0.0,0.0,0.0,0
다사64255650,2,8.0,0.7836280543178571,1582.6489024101288,2
다사64255875,0,0.0,0.0,0.0,0
다사64255900,0,0.0,0.0,0.0,0
다사64255925,0,0.0,0.0,0.0,0
다사64255950,0,0.0,0.0,0.0,0
다사64255775,0,0.0,0.0,0.0,0
다사64255800,0,0.0,0.0,0.0,0
다사64255825,0,0.0,0.0,0.0,0
다사64255850,3,4.0,1.6674250835501194,4428.568297502345,2
다사64255275,0,0.0,0.0,0.0,0
다사64255300,0,0.0,0.0,0.0,0
다사64255325,0,0.0,0.0,0.0,0
다사64255350,3,2.0,-0.553572597166805,1235.0385436510755,2
다사64255175,0,0.0,0.0,0.0,0
다사64255200,0,0.0,0.0,0.0,0
다사64255225,0,0.0,0.0,0.0,0
다사64255250,0,0.0,0.0,0.0,0
다사64255475,0,0.0,0.0,0.0,0
다사64255500,0,0.0,0.0,0.0,0
다사64255525,3,2.0,-0.5537912283298453,438.54409930258726,3
다사64255550,0,0.0,0.0,0.0,0
다사64255375,0,0.0,0.0,0.0,0
다사64255400,3,2.0,-0.32801157865841346,754.8186136887997,4
다사64255425,3,2.0,-0.09979624356174399,1955.9780923958679,10
다사64255450,0,0.0,0.0,0.0,0
다사64005900,0,0.0,0.0,0.0,0
다사64005925,0,0.0,0.0,0.0,0
다사64005950,0,0.0,0.0,0.0,0
다사64005975,0,0.0,0.0,0.0,0
다사64005800,0,0.0,0.0,0.0,0
다사64005825,0,0.0,0.0,0.0,0
다사64005850,0,0.0,0.0,0.0,0
다사64005875,0,0.0,0.0,0.0,0
다사64006100,0,0.0,0.0,0.0,0
다사64006125,0,0.0,0.0,0.0,0
다사64006150,0,0.0,0.0,0.0,0
다사64006175,0,0.0,0.0,0.0,0
다사64006000,0,0.0,0.0,0.0,0
다사64006025,0,0.0,0.0,0.0,0
다사64006050,0,0.0,0.0,0.0,0
다사64006075,0,0.0,0.0,0.0,0
다사64005500,2,2.0,-0.362672418522163,1168.060876746019,2
다사64005525,3,2.0,-0.4459542803717109,705.315544938576,12
다사64005550,0,0.0,0.0,0.0,0
다사64005575,0,0.0,0.0,0.0,0
다사64005400,0,0.0,0.0,0.0,0
다사64005425,0,0.0,0.0,0.0,0
다사64005450,2,2.0,-0.41714443475881724,526.80580761824,4
다사64005475,0,0.0,0.0,0.0,0
다사64005700,0,0.0,0.0,0.0,0
다사64005725,2,8.0,0.05087888690227159,2127.7101556803377,2
다사64005750,4,2.0,0.2532107240801977,89.95756340935299,1
다사64005775,0,0.0,0.0,0.0,0
다사64005600,2,2.0,0.002673150121346885,1702.2312732827345,2
다사64005625,0,0.0,0.0,0.0,0
다사64005650,0,0.0,0.0,0.0,0
다사64005675,0,0.0,0.0,0.0,0
다사64254075,0,0.0,0.0,0.0,0
다사64254100,2,2.0,0.7329446034894178,3498.181467552724,2
다사64254125,0,0.0,0.0,0.0,0
다사64254150,0,0.0,0.0,0.0,0
다사64253975,0,0.0,0.0,0.0,0
다사64254000,0,0.0,0.0,0.0,0
다사64254025,0,0.0,0.0,0.0,0
다사64254050,2,2.0,0.6247639450112795,40.60924590270416,2
다사64254275,3,2.0,0.9467986816919673,4107.2370809009735,2
다사64254300,0,0.0,0.0,0.0,0
다사64254325,0,0.0,0.0,0.0,0
다사64254350,3,2.0,1.0281533334214965,1417.5024642257886,7
다사64254175,0,0.0,0.0,0.0,0
다사64254200,0,0.0,0.0,0.0,0
다사64254225,0,0.0,0.0,0.0,0
다사64254250,0,0.0,0.0,0.0,0
다사64006300,0,0.0,0.0,0.0,0
다사64006325,0,0.0,0.0,0.0,0
다사64006350,0,0.0,0.0,0.0,0
다사64006375,0,0.0,0.0,0.0,0
다사64006200,0,0.0,0.0,0.0,0
다사64006225,0,0.0,0.0,0.0,0
다사64006250,0,0.0,0.0,0.0,0
다사64006275,0,0.0,0.0,0.0,0
다사64006500,0,0.0,0.0,0.0,0
다사64006525,0,0.0,0.0,0.0,0
다사64006550,0,0.0,0.0,0.0,0
다사64253950,0,0.0,0.0,0.0,0
다사64006400,0,0.0,0.0,0.0,0
다사64006425,0,0.0,0.0,0.0,0
다사64006450,0,0.0,0.0,0.0,0
다사64006475,0,0.0,0.0,0.0,0
다사64004300,0,0.0,0.0,0.0,0
다사64004325,0,0.0,0.0,0.0,0
다사64004350,0,0.0,0.0,0.0,0
다사64004375,3,2.0,0.808153205660696,392.43702706011464,1
다사64004200,0,0.0,0.0,0.0,0
다사64004225,0,0.0,0.0,0.0,0
다사64004250,0,0.0,0.0,0.0,0
다사64004275,0,0.0,0.0,0.0,0
다사64004500,0,0.0,0.0,0.0,0
다사64004525,2,2.0,0.6270158316779589,504.863589957308,2
다사64004550,2,2.0,0.7995046710011214,486.7161829132865,6
다사64004575,2,2.0,0.3025536397512786,310.787679881761,5
