epoch,train_loss,val_loss
1,0.001090043247313588,0.0005104495794512331
2,0.00030399463495996317,0.00032970777538139374
3,0.00027455492212538954,0.00035504636214361254
4,0.0002508774604757491,0.0003130292216048795
5,0.00024120690910422126,0.0003155035093454096
6,0.00022963275903748582,0.00025560472807710006
7,0.00022222503526791114,0.00029185961158124403
8,0.00021975674979330507,0.00026409059826298345
9,0.00021553020125793408,0.00030379113099222784
10,0.0001974747283020406,0.0002612775341463823
11,0.0001925056384425261,0.00023726440901073682
12,0.00018872008802645724,0.0002263425884045907
13,0.00018939248515380312,0.00021665993511252215
14,0.00017325551476460533,0.0002167228614887469
15,0.00017177426385387663,0.00027474226551609774
16,0.000181877861796238,0.00020690321150194745
17,0.00017185280260491708,0.00019852587934377988
18,0.00016017878711863887,0.00030266254342517214
19,0.00015719335960966417,0.00022401864792781826
20,0.00015765659351018257,0.00020408919286530683
21,0.00014748475383385084,0.0001878961595460115
22,0.00015231789413519436,0.00020988723691142
23,0.00014815624401308015,0.00019929540550733422
24,0.00014785397826926782,0.000184542088647825
25,0.0001466407963198435,0.00021187668590915993
26,0.00013807116632051476,0.0002119132784975912
27,0.00013739658112172038,0.0001784195756258936
28,0.0001394862272809405,0.00020079170289511025
29,0.00013889183269384376,0.00019056877255720526
30,0.00013567640218752785,0.00020150514717576752
31,0.0001331633340305416,0.00017744250503978144
32,0.00012925344494760794,0.00017050837319830488
33,0.00012804079664419988,0.00019741940264151816
34,0.00013133564912095607,0.0001957489867516629
35,0.00013132892605426604,0.000172299678225125
36,0.00012730955420011013,0.0001800295256971902
37,0.00012395671770718764,0.00017121887456810595
38,0.00012018267076200572,0.00017316005079705707
39,0.00012409490570462368,0.000207684633000206
40,0.0001316663002853602,0.00018379822286078705
41,0.00012641170887036423,0.00017564549245221048
42,0.00012720830491161906,0.00017011561559389948
43,0.00011648326773865846,0.0001664422681856462
44,0.00011915622423657623,0.00017399578136974015
45,0.0001234640521397523,0.0001691199119651334
46,0.00012075175951395067,0.0002302952296090285
47,0.00012083903578059108,0.00016950455332441968
48,0.00011886647414939944,0.00018760808948975276
49,0.00012032324631945812,0.0001854157837549471
50,0.00011539088787685613,0.0001832428762795376
51,0.00012016461696475744,0.00017117886489038082
52,0.00011673774230075651,0.00018669871599687372
53,0.00011433433292040718,0.0001953915841808981
54,0.00011783901682065334,0.00018318392869653453
55,0.00011406079305743332,0.00017826203004326946
56,0.00011743200456294289,0.00018632500937468757
57,0.00010974540857205283,0.0001710184185546549
58,0.00010772917025860806,0.0001934110221661874
59,0.00011695066672473331,0.00018261410903719748
60,0.00010689260575418303,0.00016817129503846553
61,0.00011394799761546892,0.00019628186419140548
62,0.00011599611640122021,0.0001600253246793085
63,0.0001133649487474031,0.00016595038088031716
64,0.00010910930193858804,0.00018538869095637519
65,0.00011069709634284664,0.0001798469849745743
66,0.00010997559795214329,0.00016237292849623106
67,0.00010545330105742323,0.00016030106446979678
68,0.00010703797598580422,0.00021678190763957579
69,0.00010856134483219648,0.0001606677690099733
70,0.00010288742567354347,0.00016105997745077783
71,0.00011051673345718882,0.0003332821623189375
72,0.00011315440418002253,0.00016170652435154326
73,0.00010695876045247133,0.00017311395897516324
74,0.00010496967148355907,0.00015534408500089366
75,0.00010268089263263392,0.0001730695969051928
76,0.0001053677233903727,0.00015685454820734722
77,0.000102330706158682,0.00017326968351399582
78,0.00011025846939446637,0.00015535356638686018
79,0.00010288806040080089,0.0001819788804876974
80,0.00010225297003671585,0.00016173426723552813
81,0.00010451955598000495,0.00018152408027911888
82,0.00010374260123171552,0.00019087937026223003
83,0.00010360383756960801,0.00016191405798856388
84,0.00010068549048810383,0.0001777604750018594
85,0.00010207197175077454,0.00020036234623951125
86,0.00011011086928192527,0.00020743918494725436
87,0.00010433344700686576,0.0001656813058670035
88,0.00010188441467107623,0.0001685218198604964
89,0.00010069254836707842,0.00019490428526563954
90,0.00010001574994930707,0.00017237829430515002
91,9.659790162913851e-05,0.00015497213359648253
92,0.00010104898602548928,0.00017305335889378673
93,9.900880956593028e-05,0.00017235603881999851
94,0.00010885536894420512,0.00016800304352620836
95,0.00010076335409394233,0.00017526861869127434
96,9.631901467400894e-05,0.00016068986022968175
97,9.9282839883017e-05,0.0001722685262981994
98,9.868949230622093e-05,0.00015893260582850095
99,9.64155126348487e-05,0.00016823377270210426
100,9.538694182992913e-05,0.00015746186263105997
